sigma_cible_pct,vol_realisee_moyenne_pct,vol_realisee_mediane_pct,vol_realisee_ecart_type_pct,proba_dans_plus_ou_moins_2pt_pct
15.000000,16.009459,16.025232,1.310340,76.000000
