gamma_moyen_dollar,gamma_s2_moyen,temps_sortie_moyen_annees,prix_initial_pct,nb_trajectoires_grille_delta,nb_trajectoires_couverture_par_scenario,coupon_pct,maturite_annees,vol_modele_pct
-0.026051,-191.574179,2.353000,98.090714,10000,2000,7.000000,5,20.000000
