vol_realisee_pct,pnl_moyen,pnl_erreur_std,nb_trajectoires,pnl_theorique
15.000000,-2.516141,0.141510,2000,-3.944273
20.000000,1.157388,0.174768,2000,-0.000000
25.000000,5.020892,0.235056,2000,5.071208
30.000000,8.336191,0.297572,2000,11.269351
